L1fli-ID125,INTRAGENIC,Catspere1(ENSMUSG00000102483),,INSIDE: { ENSMUSG00000102483 120972 <[ ID125 5862 ] 27414 }>,
L1fli-ID126,INTRAGENIC,Akt3(ENSMUSG00000019699),,INSIDE: <{ ENSMUSG00000019699 192986 <[ ID126 5862 ] 39283 },
L1fli-ID127,INTRAGENIC,Sdccag8(ENSMUSG00000026504),Gm37490(ENSMUSG00000102211),INSIDE: { ENSMUSG00000026504 78676 <[ ID127 5820 ] 121282 }>,flanking: { ENSMUSG00000102211 }> 3105 <[ ID127 ]
L1fli-ID128,intergenic,,NA,,over10k
L1fli-ID129,intergenic,,NA,,over10k
L1fli-ID130,intergenic,,NA,,over10k
L1fli-ID131,intergenic,,Gm16418(ENSMUSG00000084093);Pogk(ENSMUSG00000040596),,flanking: <[ ID131 ] 7311 <{ ENSMUSG00000084093 };flanking: <{ ENSMUSG00000040596 } 8670 <[ ID131 ]
L1fli-ID132,intergenic,,NA,,over10k
L1fli-ID133,intergenic,,NA,,over10k
L1fli-ID134,INTRAGENIC,Astn1(ENSMUSG00000026587),,INSIDE: { ENSMUSG00000026587 280328 <[ ID134 5862 ] 43319 }>,
L1fli-ID135,intergenic,,NA,,over10k
L1fli-ID136,intergenic,,NA,,over10k
L1fli-ID137,intergenic,,NA,,over10k
L1fli-ID138,intergenic,,NA,,over10k
L1fli-ID139,intergenic,,NA,,over10k
L1fli-ID140,intergenic,,NA,,over10k
L1fli-ID141,intergenic,,NA,,over10k
L1fli-ID142,intergenic,,NA,,over10k
L1fli-ID143,INTRAGENIC,4930590L20Rik(ENSMUSG00000102368),,INSIDE: <{ ENSMUSG00000102368 72646 <[ ID143 5862 ] 7721 },
L1fli-ID144,INTRAGENIC,Cfhr3(ENSMUSG00000090623),,INSIDE: <{ ENSMUSG00000090623 59377 <[ ID144 5862 ] 10878 },
L1fli-ID145,INTRAGENIC,Dennd1b(ENSMUSG00000056268),,INSIDE: { ENSMUSG00000056268 153091 <[ ID145 5859 ] 56576 }>,
L1fli-ID146,intergenic,,NA,,over10k
L1fli-ID147,intergenic,,NA,,over10k
L1fli-ID148,intergenic,,NA,,over10k
L1fli-ID149,INTRAGENIC,Srgap2(ENSMUSG00000026425),,INSIDE: <{ ENSMUSG00000026425 16876 <[ ID149 5904 ] 219322 },
L1fli-ID150,intergenic,,NA,,over10k
L1fli-ID151,INTRAGENIC,Nckap5(ENSMUSG00000049690),,INSIDE: <{ ENSMUSG00000049690 853895 <[ ID151 5862 ] 57423 },
L1fli-ID152,INTRAGENIC,Nckap5(ENSMUSG00000049690),,INSIDE: <{ ENSMUSG00000049690 750083 <[ ID152 5862 ] 161235 },
L1fli-ID153,INTRAGENIC,Clasp1(ENSMUSG00000064302),,INSIDE: { ENSMUSG00000064302 192748 <[ ID153 5820 ] 25053 }>,
L1fli-ID154,intergenic,,NA,,over10k
L1fli-ID155,intergenic,,NA,,over10k
L1fli-ID156,INTRAGENIC,Cntnap5a(ENSMUSG00000070695),,INSIDE: { ENSMUSG00000070695 671987 <[ ID156 5862 ] 224719 }>,
L1fli-ID157,intergenic,,NA,,over10k
L1fli-ID158,intergenic,,NA,,over10k
L1fli-ID159,intergenic,,NA,,over10k
L1fli-ID160,intergenic,,NA,,over10k
L1fli-ID161,intergenic,,NA,,over10k
L1fli-ID162,intergenic,,NA,,over10k
L1fli-ID163,INTRAGENIC,D830032E09Rik(ENSMUSG00000100457),,INSIDE: { ENSMUSG00000100457 2772 <[ ID163 5862 ] 102445 }>,
L1fli-ID164,INTRAGENIC,Serpinb3b(ENSMUSG00000073602),Gm8084(ENSMUSG00000080729),INSIDE: <{ ENSMUSG00000073602 48791 <[ ID164 5862 ] 69769 },flanking: <{ ENSMUSG00000080729 } 9173 <[ ID164 ]
L1fli-ID165,intergenic,,Serpinb5(ENSMUSG00000067006),,flanking: <[ ID165 ] 6433 { ENSMUSG00000067006 }>
L1fli-ID166,INTRAGENIC,Phlpp1(ENSMUSG00000044340),,INSIDE: { ENSMUSG00000044340 122016 <[ ID166 5820 ] 94663 }>,
L1fli-ID167,intergenic,,NA,,over10k
L1fli-ID168,INTRAGENIC,Cdh20(ENSMUSG00000050840),,INSIDE: { ENSMUSG00000050840 194099 <[ ID168 5820 ] 27034 }>,
L1fli-ID169,intergenic,,NA,,over10k
L1fli-ID170,intergenic,,NA,,over10k
L1fli-ID171,intergenic,,Gm18969(ENSMUSG00000100065),,flanking: <{ ENSMUSG00000100065 } 3840 <[ ID171 ]
L1fli-ID172,intergenic,,NA,,over10k
L1fli-ID173,INTRAGENIC,Cntnap5b(ENSMUSG00000067028),,INSIDE: { ENSMUSG00000067028 541544 <[ ID173 5847 ] 165787 }>,
L1fli-ID174,INTRAGENIC,Cntnap5b(ENSMUSG00000067028),,INSIDE: { ENSMUSG00000067028 45196 <[ ID174 5862 ] 662120 }>,
L1fli-ID175,INTRAGENIC,Gm7135(ENSMUSG00000101348),,INSIDE: { ENSMUSG00000101348 70631 <[ ID175 5862 ] 150048 }>,
L1fli-ID176,intergenic,,NA,,over10k
L1fli-ID177,intergenic,,NA,,over10k
L1fli-ID178,intergenic,,NA,,over10k
L1fli-ID179,INTRAGENIC,C130026I21Rik(ENSMUSG00000052477),Gm7582(ENSMUSG00000061852);Gm2389(ENSMUSG00000089976),INSIDE: <{ ENSMUSG00000052477 58591 <[ ID179 5904 ] 213382 },flanking: <{ ENSMUSG00000061852 } 9322 <[ ID179 ];flanking: <[ ID179 ] 3969 { ENSMUSG00000089976 }>
L1fli-ID180,intergenic,,NA,,over10k
L1fli-ID181,INTRAGENIC,Dock10(ENSMUSG00000038608),,INSIDE: <{ ENSMUSG00000038608 186689 <[ ID181 5820 ] 64946 },
L1fli-ID182,INTRAGENIC,Gm29536(ENSMUSG00000099706),,INSIDE: <{ ENSMUSG00000099706 328603 <[ ID182 5890 ] 98396 },
L1fli-ID183,INTRAGENIC,Gm29536(ENSMUSG00000099706),,INSIDE: <{ ENSMUSG00000099706 157496 <[ ID183 5820 ] 269573 },
L1fli-ID184,intergenic,,NA,,over10k
L1fli-ID185,INTRAGENIC,Bard1(ENSMUSG00000026196),,INSIDE: <{ ENSMUSG00000026196 52153 <[ ID185 5820 ] 17676 },
L1fli-ID186,INTRAGENIC,Spag16(ENSMUSG00000053153),,INSIDE: { ENSMUSG00000053153 801988 <[ ID186 5862 ] 90313 }>,
L1fli-ID187,INTRAGENIC,Spag16(ENSMUSG00000053153),Gm23879(ENSMUSG00000080524),INSIDE: { ENSMUSG00000053153 135803 <[ ID187 5862 ] 756498 }>,flanking: <{ ENSMUSG00000080524 } 7643 <[ ID187 ]
L1fli-ID188,INTRAGENIC,Erbb4(ENSMUSG00000062209),Gm19335(ENSMUSG00000103307),INSIDE: <{ ENSMUSG00000062209 550862 <[ ID188 5862 ] 519150 },flanking: <[ ID188 ] 2708 <{ ENSMUSG00000103307 }
L1fli-ID189,intergenic,,Gm13751(ENSMUSG00000080817),,flanking: <[ ID189 ] 9025 <{ ENSMUSG00000080817 }
L1fli-ID190,intergenic,,NA,,over10k
L1fli-ID191,intergenic,,Gm11599(ENSMUSG00000084333),,flanking: { ENSMUSG00000084333 }> 9651 <[ ID191 ]
L1fli-ID192,INTRAGENIC,Pard3b(ENSMUSG00000052062),Gm29641(ENSMUSG00000101509),INSIDE: { ENSMUSG00000052062 461130 <[ ID192 5862 ] 536469 }>,flanking: <{ ENSMUSG00000101509 } 4614 <[ ID192 ]
L1fli-ID193,intergenic,,NA,,over10k
L1fli-ID194,intergenic,,NA,,over10k
L1fli-ID195,intergenic,,Gm28900(ENSMUSG00000100944),,flanking: { ENSMUSG00000100944 }> 7081 <[ ID195 ]
L1fli-ID196,intergenic,,NA,,over10k
L1fli-ID197,INTRAGENIC,Plcl1(ENSMUSG00000038349),,INSIDE: { ENSMUSG00000038349 70374 <[ ID197 5862 ] 272129 }>,
L1fli-ID198,INTRAGENIC,Hibch(ENSMUSG00000041426),,INSIDE: { ENSMUSG00000041426 42816 <[ ID198 5862 ] 27380 }>,
L1fli-ID199,intergenic,,NA,,over10k
L1fli-ID200,intergenic,,NA,,over10k
L1fli-ID201,intergenic,,NA,,over10k
L1fli-ID202,intergenic,,NA,,over10k
L1fli-ID203,intergenic,,NA,,over10k
L1fli-ID204,intergenic,,Rpl12-ps1(ENSMUSG00000080054);Tmem131(ENSMUSG00000026116),,flanking: <[ ID204 ] 867 <{ ENSMUSG00000080054 };flanking: <{ ENSMUSG00000026116 } 7534 <[ ID204 ]
L1fli-ID205,intergenic,,Gm28624(ENSMUSG00000100497),,flanking: <[ ID205 ] 8929 <{ ENSMUSG00000100497 }
L1fli-ID206,intergenic,,NA,,over10k
L1fli-ID207,intergenic,,NA,,over10k
L1fli-ID208,intergenic,,NA,,over10k
L1fli-ID209,intergenic,,NA,,over10k
L1fli-ID210,intergenic,,Gm2693(ENSMUSG00000100819),,flanking: { ENSMUSG00000100819 }> 7970 <[ ID210 ]
L1fli-ID211,intergenic,,NA,,over10k
L1fli-ID212,INTRAGENIC,Tfap2d(ENSMUSG00000042596),,INSIDE: { ENSMUSG00000042596 22724 <[ ID212 5820 ] 34781 }>,
L1fli-ID213,intergenic,,NA,,over10k
L1fli-ID214,INTRAGENIC,Gm28376(ENSMUSG00000101640),,INSIDE: { ENSMUSG00000101640 48863 <[ ID214 5904 ] 138680 }>,
L1fli-ID215,intergenic,,NA,,over10k
L1fli-ID216,intergenic,,NA,,over10k
L1fli-ID217,intergenic,,Gm10566(ENSMUSG00000073737),,flanking: <[ ID217 ] 5025 <{ ENSMUSG00000073737 }
L1fli-ID218,intergenic,,NA,,over10k
L1fli-ID219,intergenic,,NA,,over10k
L1fli-ID220,INTRAGENIC,Gm17644(ENSMUSG00000097171),Gm29663(ENSMUSG00000101314);Gm6216(ENSMUSG00000098163),COVERED: <[ ID220 5232 { ENSMUSG00000097171 630 ] 4898 }>,flanking: <[ ID220 ] 2131 <{ ENSMUSG00000101314 };flanking: { ENSMUSG00000098163 }> 5777 <[ ID220 ]
L1fli-ID221,INTRAGENIC,A830018L16Rik(ENSMUSG00000057715),,INSIDE: { ENSMUSG00000057715 362713 <[ ID221 5862 ] 193222 }>,
L1fli-ID222,intergenic,,NA,,over10k
L1fli-ID223,INTRAGENIC,Zfp804b(ENSMUSG00000092094),,INSIDE: <{ ENSMUSG00000092094 317162 [ ID223 5862 ]> 252723 },
L1fli-ID224,INTRAGENIC,Adam22(ENSMUSG00000040537),,INSIDE: <{ ENSMUSG00000040537 187141 [ ID224 5862 ]> 102806 },
L1fli-ID225,INTRAGENIC,Adam22(ENSMUSG00000040537),,INSIDE: <{ ENSMUSG00000040537 194570 [ ID225 5862 ]> 95377 },
L1fli-ID226,INTRAGENIC,Rundc3b(ENSMUSG00000040570),,INSIDE: <{ ENSMUSG00000040570 61607 [ ID226 5862 ]> 65150 },
L1fli-ID227,intergenic,,Abcb1a(ENSMUSG00000040584),,flanking: [ ID227 ]> 722 { ENSMUSG00000040584 }>
L1fli-ID228,INTRAGENIC,Gm40264(ENSMUSG00000114430),,INSIDE: { ENSMUSG00000114430 15272 [ ID228 5862 ]> 5403 }>,
L1fli-ID229,intergenic,,NA,,over10k
L1fli-ID230,intergenic,,NA,,over10k
L1fli-ID231,intergenic,,NA,,over10k
L1fli-ID232,intergenic,,NA,,over10k
L1fli-ID233,INTRAGENIC,Sema3c(ENSMUSG00000028780),,INSIDE: { ENSMUSG00000028780 35562 [ ID233 5862 ]> 114564 }>,
L1fli-ID234,intergenic,,Gm43110(ENSMUSG00000105081),,flanking: [ ID234 ]> 9909 <{ ENSMUSG00000105081 }
L1fli-ID235,INTRAGENIC,Lhfpl3(ENSMUSG00000106379),,INSIDE: { ENSMUSG00000106379 279685 [ ID235 5862 ]> 243992 }>,
L1fli-ID236,intergenic,,Gm19088(ENSMUSG00000105763),,flanking: { ENSMUSG00000105763 }> 4809 [ ID236 ]>
L1fli-ID237,INTRAGENIC,Dpp6(ENSMUSG00000061576),,INSIDE: { ENSMUSG00000061576 479487 [ ID237 5862 ]> 424954 }>,
L1fli-ID238,INTRAGENIC,9530036O11Rik(ENSMUSG00000097726),,INSIDE: { ENSMUSG00000097726 27586 [ ID238 5862 ]> 442274 }>,
L1fli-ID239,INTRAGENIC,9530036O11Rik(ENSMUSG00000097726),,INSIDE: { ENSMUSG00000097726 146695 [ ID239 5862 ]> 323165 }>,
L1fli-ID240,intergenic,,NA,,over10k
L1fli-ID241,INTRAGENIC,Babam2(ENSMUSG00000052139),,INSIDE: { ENSMUSG00000052139 291230 [ ID241 5862 ]> 90187 }>,
L1fli-ID242,INTRAGENIC,Stk32b(ENSMUSG00000029123),,INSIDE: <{ ENSMUSG00000029123 53073 [ ID242 5862 ]> 211412 },
L1fli-ID243,intergenic,,NA,,over10k
L1fli-ID244,INTRAGENIC,Gm16223(ENSMUSG00000067285),,INSIDE: { ENSMUSG00000067285 121480 [ ID244 5862 ]> 21497 }>,
L1fli-ID245,INTRAGENIC,Lcorl(ENSMUSG00000015882),4930449I04Rik(ENSMUSG00000105459),INSIDE: <{ ENSMUSG00000015882 151567 [ ID245 5904 ]> 2964 },flanking: [ ID245 ]> 2990 { ENSMUSG00000105459 }>
